"year","area","indicador","variable","valor","unidad","variable_unidad","indicador_unidad"
1928,"España","Emisiones de CO₂","Per cápita",0.902884101492797,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1929,"España","Emisiones de CO₂","Per cápita",0.993905385609651,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1930,"España","Emisiones de CO₂","Per cápita",0.969414971209213,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1931,"España","Emisiones de CO₂","Per cápita",0.91758631467793,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1932,"España","Emisiones de CO₂","Per cápita",0.856625015692346,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1933,"España","Emisiones de CO₂","Per cápita",0.746713539507504,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1934,"España","Emisiones de CO₂","Per cápita",0.803855928374882,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1935,"España","Emisiones de CO₂","Per cápita",0.886372269010131,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1936,"España","Emisiones de CO₂","Per cápita",0.312649093107618,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1937,"España","Emisiones de CO₂","Per cápita",0.201905522501298,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1938,"España","Emisiones de CO₂","Per cápita",0.511356936587681,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1939,"España","Emisiones de CO₂","Per cápita",0.592741779989811,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1940,"España","Emisiones de CO₂","Per cápita",0.809417245797259,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1941,"España","Emisiones de CO₂","Per cápita",0.796717964509796,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1942,"España","Emisiones de CO₂","Per cápita",0.84959682224429,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1943,"España","Emisiones de CO₂","Per cápita",0.872017281236973,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1944,"España","Emisiones de CO₂","Per cápita",0.935500150409867,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1945,"España","Emisiones de CO₂","Per cápita",1.01914483993732,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1946,"España","Emisiones de CO₂","Per cápita",1.00050584925218,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1947,"España","Emisiones de CO₂","Per cápita",1.10540469455975,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1948,"España","Emisiones de CO₂","Per cápita",1.15033334548238,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1949,"España","Emisiones de CO₂","Per cápita",1.25287457958121,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1950,"España","Emisiones de CO₂","Per cápita",1.13276438414575,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1951,"España","Emisiones de CO₂","Per cápita",1.12231923728912,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1952,"España","Emisiones de CO₂","Per cápita",1.26578621899154,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1953,"España","Emisiones de CO₂","Per cápita",1.29569452684004,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1954,"España","Emisiones de CO₂","Per cápita",1.30217065394081,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1955,"España","Emisiones de CO₂","Per cápita",1.30057572382447,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1956,"España","Emisiones de CO₂","Per cápita",1.35217661147845,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1957,"España","Emisiones de CO₂","Per cápita",1.60033488805264,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1958,"España","Emisiones de CO₂","Per cápita",1.76845982626562,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1959,"España","Emisiones de CO₂","Per cápita",1.6214408664678,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1960,"España","Emisiones de CO₂","Per cápita",1.50225355173088,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1961,"España","Emisiones de CO₂","Per cápita",1.62866666576063,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1962,"España","Emisiones de CO₂","Per cápita",1.80918318376744,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1963,"España","Emisiones de CO₂","Per cápita",1.74714152165105,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1964,"España","Emisiones de CO₂","Per cápita",1.89416960383748,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1965,"España","Emisiones de CO₂","Per cápita",2.06425037925621,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1966,"España","Emisiones de CO₂","Per cápita",2.20786315778932,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1967,"España","Emisiones de CO₂","Per cápita",2.42725420106833,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1968,"España","Emisiones de CO₂","Per cápita",2.6963510153237,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1969,"España","Emisiones de CO₂","Per cápita",2.64173717732459,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1970,"España","Emisiones de CO₂","Per cápita",3.20320435308522,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1971,"España","Emisiones de CO₂","Per cápita",3.51001946012312,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1972,"España","Emisiones de CO₂","Per cápita",3.9160196019136,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1973,"España","Emisiones de CO₂","Per cápita",4.13627185754248,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1974,"España","Emisiones de CO₂","Per cápita",4.60235218067656,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1975,"España","Emisiones de CO₂","Per cápita",4.76581054161236,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1976,"España","Emisiones de CO₂","Per cápita",5.15947526417641,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1977,"España","Emisiones de CO₂","Per cápita",4.98243266829496,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1978,"España","Emisiones de CO₂","Per cápita",5.02597284709919,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1979,"España","Emisiones de CO₂","Per cápita",5.09867748974503,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1980,"España","Emisiones de CO₂","Per cápita",5.35823578305373,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1981,"España","Emisiones de CO₂","Per cápita",5.10698067325726,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1982,"España","Emisiones de CO₂","Per cápita",5.13387969610863,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1983,"España","Emisiones de CO₂","Per cápita",4.96102138252804,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1984,"España","Emisiones de CO₂","Per cápita",4.85147716172681,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1985,"España","Emisiones de CO₂","Per cápita",4.90493330803675,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1986,"España","Emisiones de CO₂","Per cápita",4.60324989260495,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1987,"España","Emisiones de CO₂","Per cápita",4.60677484681218,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1988,"España","Emisiones de CO₂","Per cápita",4.76440935537239,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1989,"España","Emisiones de CO₂","Per cápita",5.42397623961918,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1990,"España","Emisiones de CO₂","Per cápita",5.44391729676236,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1991,"España","Emisiones de CO₂","Per cápita",5.69816730152996,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1992,"España","Emisiones de CO₂","Per cápita",5.94126318277679,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1993,"España","Emisiones de CO₂","Per cápita",5.7238784094192,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1994,"España","Emisiones de CO₂","Per cápita",5.97562560940073,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1995,"España","Emisiones de CO₂","Per cápita",6.29237088619862,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1996,"España","Emisiones de CO₂","Per cápita",5.95875515818087,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1997,"España","Emisiones de CO₂","Per cápita",6.22677261119307,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1998,"España","Emisiones de CO₂","Per cápita",6.38181005662705,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1999,"España","Emisiones de CO₂","Per cápita",6.91664129423428,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2000,"España","Emisiones de CO₂","Per cápita",7.15867819204733,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2001,"España","Emisiones de CO₂","Per cápita",7.16330892536174,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2002,"España","Emisiones de CO₂","Per cápita",7.51653359496338,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2003,"España","Emisiones de CO₂","Per cápita",7.47016373726408,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2004,"España","Emisiones de CO₂","Per cápita",7.73024264197659,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2005,"España","Emisiones de CO₂","Per cápita",7.91944167125388,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2006,"España","Emisiones de CO₂","Per cápita",7.5848865871433,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2007,"España","Emisiones de CO₂","Per cápita",7.61213045522166,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2008,"España","Emisiones de CO₂","Per cápita",6.87075119164381,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2009,"España","Emisiones de CO₂","Per cápita",6.05343614866212,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2010,"España","Emisiones de CO₂","Per cápita",5.74005749728972,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2011,"España","Emisiones de CO₂","Per cápita",5.75998796913733,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2012,"España","Emisiones de CO₂","Per cápita",5.64328846972385,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2013,"España","Emisiones de CO₂","Per cápita",5.11656476063222,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2014,"España","Emisiones de CO₂","Per cápita",5.14924403704791,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2015,"España","Emisiones de CO₂","Per cápita",5.5106388675979,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2016,"España","Emisiones de CO₂","Per cápita",5.26834336382767,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2017,"España","Emisiones de CO₂","Per cápita",5.55151624271829,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2018,"España","Emisiones de CO₂","Per cápita",5.39216643320705,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2019,"España","Emisiones de CO₂","Per cápita",4.98461378625602,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2020,"España","Emisiones de CO₂","Per cápita",4.16716609653209,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2021,"España","Emisiones de CO₂","Per cápita",4.5233327334414,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2022,"España","Emisiones de CO₂","Per cápita",4.62934423647885,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2023,"España","Emisiones de CO₂","Per cápita",NA,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1860,"España","Energía","Absoluto",9751814.14897028,"Toneladas equivalente de petróleo (tep)","Absoluto (tep)","Energía (tep)"
1861,"España","Energía","Absoluto",9927252.4092297,"Toneladas equivalente de petróleo (tep)","Absoluto (tep)","Energía (tep)"
1862,"España","Energía","Absoluto",9965540.4319434,"Toneladas equivalente de petróleo (tep)","Absoluto (tep)","Energía (tep)"
1863,"España","Energía","Absoluto",9943813.75752414,"Toneladas equivalente de petróleo (tep)","Absoluto (tep)","Energía (tep)"
1864,"España","Energía","Absoluto",10099659.7336913,"Toneladas equivalente de petróleo (tep)","Absoluto (tep)","Energía (tep)"
1865,"España","Energía","Absoluto",9905412.8486081,"Toneladas equivalente de petróleo (tep)","Absoluto (tep)","Energía (tep)"
1866,"España","Energía","Absoluto",9697245.40809307,"Toneladas equivalente de petróleo (tep)","Absoluto (tep)","Energía (tep)"
1867,"España","Energía","Absoluto",9820577.64081178,"Toneladas equivalente de petróleo (tep)","Absoluto (tep)","Energía (tep)"
1868,"España","Energía","Absoluto",9741627.35465687,"Toneladas equivalente de petróleo (tep)","Absoluto (tep)","Energía (tep)"
1869,"España","Energía","Absoluto",9809976.44661809,"Toneladas equivalente de petróleo (tep)","Absoluto (tep)","Energía (tep)"
1870,"España","Energía","Absoluto",10061368.6753458,"Toneladas equivalente de petróleo (tep)","Absoluto (tep)","Energía (tep)"
1871,"España","Energía","Absoluto",10018318.3984176,"Toneladas equivalente de petróleo (tep)","Absoluto (tep)","Energía (tep)"
1872,"España","Energía","Absoluto",9775112.60303045,"Toneladas equivalente de petróleo (tep)","Absoluto (tep)","Energía (tep)"
1873,"España","Energía","Absoluto",10064097.916243,"Toneladas equivalente de petróleo (tep)","Absoluto (tep)","Energía (tep)"
1874,"España","Energía","Absoluto",9790817.39754597,"Toneladas equivalente de petróleo (tep)","Absoluto (tep)","Energía (tep)"
1875,"España","Energía","Absoluto",9908865.22314948,"Toneladas equivalente de petróleo (tep)","Absoluto (tep)","Energía (tep)"
1876,"España","Energía","Absoluto",9975630.46519931,"Toneladas equivalente de petróleo (tep)","Absoluto (tep)","Energía (tep)"
1877,"España","Energía","Absoluto",9969151.17929985,"Toneladas equivalente de petróleo (tep)","Absoluto (tep)","Energía (tep)"
1878,"España","Energía","Absoluto",10051070.6064882,"Toneladas equivalente de petróleo (tep)","Absoluto (tep)","Energía (tep)"
1879,"España","Energía","Absoluto",10003758.7913363,"Toneladas equivalente de petróleo (tep)","Absoluto (tep)","Energía (tep)"
1880,"España","Energía","Absoluto",10312398.8604898,"Toneladas equivalente de petróleo (tep)","Absoluto (tep)","Energía (tep)"
1881,"España","Energía","Absoluto",10431099.3234983,"Toneladas equivalente de petróleo (tep)","Absoluto (tep)","Energía (tep)"
1882,"España","Energía","Absoluto",10463474.6120219,"Toneladas equivalente de petróleo (tep)","Absoluto (tep)","Energía (tep)"
