"year","area","indicador","variable","valor","unidad","variable_unidad","indicador_unidad"
1952,"Mundo","Emisiones de CO₂","Acumulado per cápita",1.13892981752444,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1953,"Mundo","Emisiones de CO₂","Acumulado per cápita",1.15531088970864,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1954,"Mundo","Emisiones de CO₂","Acumulado per cápita",1.17164824057771,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1955,"Mundo","Emisiones de CO₂","Acumulado per cápita",1.19021060377717,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1956,"Mundo","Emisiones de CO₂","Acumulado per cápita",1.21015971056763,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1957,"Mundo","Emisiones de CO₂","Acumulado per cápita",1.23038708720144,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1958,"Mundo","Emisiones de CO₂","Acumulado per cápita",1.25091328777191,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1959,"Mundo","Emisiones de CO₂","Acumulado per cápita",1.27252500138611,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1960,"Mundo","Emisiones de CO₂","Acumulado per cápita",1.29549117537746,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1961,"Mundo","Emisiones de CO₂","Acumulado per cápita",1.31750904528208,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1962,"Mundo","Emisiones de CO₂","Acumulado per cápita",1.33994782940788,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1963,"Mundo","Emisiones de CO₂","Acumulado per cápita",1.36354064799213,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1964,"Mundo","Emisiones de CO₂","Acumulado per cápita",1.3883196938779,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1965,"Mundo","Emisiones de CO₂","Acumulado per cápita",1.41399660171407,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1966,"Mundo","Emisiones de CO₂","Acumulado per cápita",1.44071455625182,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1967,"Mundo","Emisiones de CO₂","Acumulado per cápita",1.46771930930339,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1968,"Mundo","Emisiones de CO₂","Acumulado per cápita",1.49613079927034,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1969,"Mundo","Emisiones de CO₂","Acumulado per cápita",1.52660571373836,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1970,"Mundo","Emisiones de CO₂","Acumulado per cápita",1.56008075086081,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1971,"Mundo","Emisiones de CO₂","Acumulado per cápita",1.59435529073111,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1972,"Mundo","Emisiones de CO₂","Acumulado per cápita",1.62975632627017,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1973,"Mundo","Emisiones de CO₂","Acumulado per cápita",1.6667532981138,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1974,"Mundo","Emisiones de CO₂","Acumulado per cápita",1.70213578164135,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1975,"Mundo","Emisiones de CO₂","Acumulado per cápita",1.73636649166687,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1976,"Mundo","Emisiones de CO₂","Acumulado per cápita",1.77246082592339,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1977,"Mundo","Emisiones de CO₂","Acumulado per cápita",1.80878522751395,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1978,"Mundo","Emisiones de CO₂","Acumulado per cápita",1.84552138942332,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1979,"Mundo","Emisiones de CO₂","Acumulado per cápita",1.88253861550872,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1980,"Mundo","Emisiones de CO₂","Acumulado per cápita",1.91767439976548,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1981,"Mundo","Emisiones de CO₂","Acumulado per cápita",1.94989577074238,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1982,"Mundo","Emisiones de CO₂","Acumulado per cápita",1.98031656024852,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1983,"Mundo","Emisiones de CO₂","Acumulado per cápita",2.00976943408704,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1984,"Mundo","Emisiones de CO₂","Acumulado per cápita",2.03987690087965,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1985,"Mundo","Emisiones de CO₂","Acumulado per cápita",2.07058996416176,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1986,"Mundo","Emisiones de CO₂","Acumulado per cápita",2.10072002829966,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1987,"Mundo","Emisiones de CO₂","Acumulado per cápita",2.13094184468879,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1988,"Mundo","Emisiones de CO₂","Acumulado per cápita",2.16213428104502,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1989,"Mundo","Emisiones de CO₂","Acumulado per cápita",2.19271032119143,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1990,"Mundo","Emisiones de CO₂","Acumulado per cápita",2.22297902802373,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1991,"Mundo","Emisiones de CO₂","Acumulado per cápita",2.25186946346232,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1992,"Mundo","Emisiones de CO₂","Acumulado per cápita",2.27887694873306,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1993,"Mundo","Emisiones de CO₂","Acumulado per cápita",2.30520817972149,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1994,"Mundo","Emisiones de CO₂","Acumulado per cápita",2.33082679637629,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1995,"Mundo","Emisiones de CO₂","Acumulado per cápita",2.35639676189655,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1996,"Mundo","Emisiones de CO₂","Acumulado per cápita",2.38246652649136,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1997,"Mundo","Emisiones de CO₂","Acumulado per cápita",2.40756479821154,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1998,"Mundo","Emisiones de CO₂","Acumulado per cápita",2.43116907142448,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1999,"Mundo","Emisiones de CO₂","Acumulado per cápita",2.45477265388948,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2000,"Mundo","Emisiones de CO₂","Acumulado per cápita",2.47880398599248,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2001,"Mundo","Emisiones de CO₂","Acumulado per cápita",2.50208957372643,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2002,"Mundo","Emisiones de CO₂","Acumulado per cápita",2.52553483052131,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2003,"Mundo","Emisiones de CO₂","Acumulado per cápita",2.55101517810686,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2004,"Mundo","Emisiones de CO₂","Acumulado per cápita",2.57735250054502,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2005,"Mundo","Emisiones de CO₂","Acumulado per cápita",2.60457881893885,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2006,"Mundo","Emisiones de CO₂","Acumulado per cápita",2.6326983026278,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2007,"Mundo","Emisiones de CO₂","Acumulado per cápita",2.66138410790848,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2008,"Mundo","Emisiones de CO₂","Acumulado per cápita",2.68993771985842,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2009,"Mundo","Emisiones de CO₂","Acumulado per cápita",2.71613909367464,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2010,"Mundo","Emisiones de CO₂","Acumulado per cápita",2.74481193584111,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2011,"Mundo","Emisiones de CO₂","Acumulado per cápita",2.7744723993004,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2012,"Mundo","Emisiones de CO₂","Acumulado per cápita",2.80385610965669,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2013,"Mundo","Emisiones de CO₂","Acumulado per cápita",2.83249738765787,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2014,"Mundo","Emisiones de CO₂","Acumulado per cápita",2.86030422793819,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2015,"Mundo","Emisiones de CO₂","Acumulado per cápita",2.88677243948263,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2016,"Mundo","Emisiones de CO₂","Acumulado per cápita",2.91200181677222,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2017,"Mundo","Emisiones de CO₂","Acumulado per cápita",2.93703897279708,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2018,"Mundo","Emisiones de CO₂","Acumulado per cápita",2.96225486747046,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2019,"Mundo","Emisiones de CO₂","Acumulado per cápita",2.98682178399749,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2020,"Mundo","Emisiones de CO₂","Acumulado per cápita",3.00730897504196,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2021,"Mundo","Emisiones de CO₂","Acumulado per cápita",3.03002076805977,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
2022,"Mundo","Emisiones de CO₂","Acumulado per cápita",3.05210912472,"Toneladas de CO₂ por habitante","Acumulado p.c. (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1860,"Mundo","Emisiones de CO₂","Intensidad",191.429741180677,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1861,"Mundo","Emisiones de CO₂","Intensidad",201.373171031336,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1862,"Mundo","Emisiones de CO₂","Intensidad",202.706091065288,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1863,"Mundo","Emisiones de CO₂","Intensidad",210.418365924118,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1864,"Mundo","Emisiones de CO₂","Intensidad",224.128465905064,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1865,"Mundo","Emisiones de CO₂","Intensidad",237.09159905901,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1866,"Mundo","Emisiones de CO₂","Intensidad",242.862298528054,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1867,"Mundo","Emisiones de CO₂","Intensidad",258.261877357744,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1868,"Mundo","Emisiones de CO₂","Intensidad",260.502927067816,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1869,"Mundo","Emisiones de CO₂","Intensidad",272.626383600072,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1870,"Mundo","Emisiones de CO₂","Intensidad",276.848587042648,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1871,"Mundo","Emisiones de CO₂","Intensidad",289.917605812919,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1872,"Mundo","Emisiones de CO₂","Intensidad",313.866824764714,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1873,"Mundo","Emisiones de CO₂","Intensidad",328.438495937325,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1874,"Mundo","Emisiones de CO₂","Intensidad",302.034832811923,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1875,"Mundo","Emisiones de CO₂","Intensidad",321.378150939471,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1876,"Mundo","Emisiones de CO₂","Intensidad",325.079223796564,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1877,"Mundo","Emisiones de CO₂","Intensidad",326.32797199271,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1878,"Mundo","Emisiones de CO₂","Intensidad",324.327254107585,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1879,"Mundo","Emisiones de CO₂","Intensidad",342.530443692722,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1880,"Mundo","Emisiones de CO₂","Intensidad",373.133912873073,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1881,"Mundo","Emisiones de CO₂","Intensidad",378.14649087683,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1882,"Mundo","Emisiones de CO₂","Intensidad",390.501990832271,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1883,"Mundo","Emisiones de CO₂","Intensidad",408.7147757417,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1884,"Mundo","Emisiones de CO₂","Intensidad",408.743920508065,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1885,"Mundo","Emisiones de CO₂","Intensidad",408.122767483239,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1886,"Mundo","Emisiones de CO₂","Intensidad",409.584022849299,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1887,"Mundo","Emisiones de CO₂","Intensidad",419.408953006464,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1888,"Mundo","Emisiones de CO₂","Intensidad",458.261460013369,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1889,"Mundo","Emisiones de CO₂","Intensidad",448.388290641628,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1890,"Mundo","Emisiones de CO₂","Intensidad",478.333834392657,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1891,"Mundo","Emisiones de CO₂","Intensidad",497.9688589375,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1892,"Mundo","Emisiones de CO₂","Intensidad",485.245035875067,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1893,"Mundo","Emisiones de CO₂","Intensidad",476.915419315941,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1894,"Mundo","Emisiones de CO₂","Intensidad",484.94238366712,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1895,"Mundo","Emisiones de CO₂","Intensidad",498.00881191132,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1896,"Mundo","Emisiones de CO₂","Intensidad",511.932268386793,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1897,"Mundo","Emisiones de CO₂","Intensidad",516.188295379119,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1898,"Mundo","Emisiones de CO₂","Intensidad",529.078371186411,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1899,"Mundo","Emisiones de CO₂","Intensidad",563.663628863998,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1900,"Mundo","Emisiones de CO₂","Intensidad",583.67762899556,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1901,"Mundo","Emisiones de CO₂","Intensidad",584.882812333645,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1902,"Mundo","Emisiones de CO₂","Intensidad",589.672600473889,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1903,"Mundo","Emisiones de CO₂","Intensidad",625.350075044494,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1904,"Mundo","Emisiones de CO₂","Intensidad",626.310880231302,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1905,"Mundo","Emisiones de CO₂","Intensidad",649.591318740739,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1906,"Mundo","Emisiones de CO₂","Intensidad",648.130613717953,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1907,"Mundo","Emisiones de CO₂","Intensidad",727.925970713693,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1908,"Mundo","Emisiones de CO₂","Intensidad",707.935839419519,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1909,"Mundo","Emisiones de CO₂","Intensidad",702.894326816977,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1910,"Mundo","Emisiones de CO₂","Intensidad",728.489074640217,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1911,"Mundo","Emisiones de CO₂","Intensidad",725.458510008481,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1912,"Mundo","Emisiones de CO₂","Intensidad",743.284576462916,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1913,"Mundo","Emisiones de CO₂","Intensidad",789.732094684707,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1914,"Mundo","Emisiones de CO₂","Intensidad",744.80345351217,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1915,"Mundo","Emisiones de CO₂","Intensidad",729.133608136344,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1916,"Mundo","Emisiones de CO₂","Intensidad",750.423348584921,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1917,"Mundo","Emisiones de CO₂","Intensidad",796.126649636683,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1918,"Mundo","Emisiones de CO₂","Intensidad",784.749818107402,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1919,"Mundo","Emisiones de CO₂","Intensidad",674.599354579949,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1920,"Mundo","Emisiones de CO₂","Intensidad",785.207118969457,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1921,"Mundo","Emisiones de CO₂","Intensidad",681.132267764983,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1922,"Mundo","Emisiones de CO₂","Intensidad",675.344995155656,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1923,"Mundo","Emisiones de CO₂","Intensidad",740.610395287021,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1924,"Mundo","Emisiones de CO₂","Intensidad",712.302117490945,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1925,"Mundo","Emisiones de CO₂","Intensidad",697.751395047531,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1926,"Mundo","Emisiones de CO₂","Intensidad",665.326200861734,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1927,"Mundo","Emisiones de CO₂","Intensidad",707.622155795226,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1928,"Mundo","Emisiones de CO₂","Intensidad",684.775274102594,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1929,"Mundo","Emisiones de CO₂","Intensidad",709.060844188046,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1930,"Mundo","Emisiones de CO₂","Intensidad",671.458266001208,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
